Customer ID,Loan Sanction Amount (USD)
C-15136,39653.943298130354
C-8173,116411.6811846729
C-20067,20145.328643506567
C-26726,99938.8668147407
C-29254,55069.15979529364
C-7989,49540.28937216682
C-12558,34240.84119258853
C-30641,37661.75563609769
C-46585,12472.812867003551
C-16253,22106.09241994357
C-40980,82498.6790785736
C-14151,85840.20919634608
C-32035,71758.24185254809
C-8996,46405.55296690075
C-27943,-2547.7025761048862
C-5083,57500.54022512268
C-48849,45438.92097637395
C-34235,153089.41645753648
C-1073,93363.93092361701
C-48455,20964.038756592025
C-12471,70481.65251348779
C-47301,72553.23180622669
C-46482,19496.24802795786
C-21486,95571.57862114377
C-2746,42548.14332161815
C-6737,45084.67806976702
C-44345,8993.317287585873
C-1124,82710.1645083339
C-27602,125185.91514140958
C-47814,90197.28610605668
C-39662,36301.59678209771
C-30803,67479.23013955285
C-4386,8300.750365901098
C-36021,5465.745826362661
C-35944,43581.269659117475
C-29139,125194.21328008018
C-1458,7629.081300221529
C-37186,58375.4573417014
C-10144,22789.53122765335
C-2486,89460.84004792679
C-15258,13842.14107082918
C-43004,75967.52387530304
C-45626,61915.35672920954
C-34459,22828.36857681183
C-44020,63525.517236984044
C-33815,46330.56468732277
C-9817,53707.64128469577
C-40758,12155.425338486879
C-19261,8677.046219325246
C-16250,61595.99023229975
C-12112,47047.77243847854
C-40081,111810.1597167991
C-14169,73174.93232338177
C-40753,86819.9001631802
C-21075,77921.76739006059
C-209,95203.08729609067
C-28723,21852.544746062747
C-8384,14201.79745228996
C-24710,44846.76113644967
C-10815,45093.79275054371
C-48481,4450.224026029377
C-25158,32604.901390971994
C-16452,28575.057847055577
C-18033,41660.78533486024
C-7120,48784.75995130857
C-21479,58143.03026919556
C-33978,76022.7655464008
C-19024,26038.301001979416
C-12092,90251.90299092239
C-29058,-47.788007767579984
C-6294,14205.678183571988
C-45783,32249.936347120936
C-25788,17391.79884708888
C-17452,13553.561761122633
C-32973,51307.664349812025
C-37672,174475.65110932084
C-37335,67040.49976528471
C-34136,-4735.708993729131
C-43061,17011.348623858183
C-26811,6238.6063829172635
C-7378,91474.29068475787
C-13862,27354.157294065255
C-21747,61232.302041147515
C-7236,-3969.7275684216
C-12310,53714.38051245277
C-24609,21734.32008092571
C-4881,247203.86132295334
C-16144,58945.43042565885
C-4166,47577.4732718704
C-10245,63190.953097697726
C-7703,28059.23961060625
C-44076,19337.583527880197
C-36028,88931.25241955166
C-45994,43126.63809826379
C-26860,33145.88830256232
C-45381,7660.924175071152
C-32101,98126.62067578145
C-45650,35526.967059642775
C-6529,91712.99610363264
C-3249,112779.56387359696
C-14501,23931.685373688873
C-47482,86640.88157705986
C-9265,14568.215382577939
C-13907,4007.0137102680164
C-31288,6883.7809727735585
C-21128,33372.321109094075
C-31000,5678.884023510909
C-33830,32259.361463812063
C-5806,9126.508538616443
C-28960,-8426.168830413473
C-14102,144131.7313916436
C-2002,63893.99543031797
C-38928,33716.2723306689
C-39637,49018.41666116161
C-11868,157745.67634037053
C-22410,14199.692320082919
C-24637,10477.02779028358
C-19825,35310.51843151532
C-21363,70727.28976043232
C-18787,68648.58867539489
C-28311,32120.448249475885
C-19240,33895.53877414222
C-2256,28167.78177163005
C-13465,76593.77169125227
C-41161,24960.09518653594
C-35320,121988.7838931811
C-2557,95064.17192109357
C-11901,63046.50188578086
C-13707,23072.22966207823
C-4691,38254.40236784442
C-4948,90849.58216295321
C-35013,6068.825946997007
C-25560,16828.251875577786
C-15549,50168.27751026169
C-17882,12470.503567498963
C-48217,22698.27014832152
C-5734,-42.819011845524074
C-13381,-6692.618081521563
C-44831,19274.435212855227
C-21453,117597.0988402648
C-23931,111235.03518967002
C-46714,96697.74009595843
C-22735,101972.32381171905
C-15846,31898.729769931786
C-13910,71495.07213868448
C-541,15046.228489149944
C-23722,30844.607286391576
C-23468,21270.738951979612
C-12670,16774.05461789103
C-31052,38498.07187565483
C-47929,74484.03164784727
C-18679,64012.49772554543
C-23467,79890.70724135675
C-49976,157762.54430149661
C-13841,50336.482930435945
C-26539,110394.44457354763
C-30850,5252.069116011204
C-20498,20696.667742723977
C-46865,58542.65222418279
C-31402,128430.16059782621
C-42130,180002.79114339306
C-30786,30977.836126871232
C-31663,16760.90043427833
C-38513,39331.703746775456
C-15261,39267.03810785888
C-38486,22725.93051257354
C-1267,140970.3324222898
C-43362,62533.702412913175
C-20821,49527.16537828429
C-44201,92249.32580561234
C-25502,41525.69757398308
C-14087,51331.112291672645
C-19974,2550.009871370159
C-10683,-64.02225260216801
C-4117,3274.609284082573
C-19200,39617.985493504704
C-47276,87435.29661434548
C-18041,63005.26916478071
C-46686,27632.015857779887
C-19372,87265.69425912641
C-21338,17675.117319033452
C-46659,32242.539734472986
C-40708,72129.18157483437
C-17376,47500.117533354845
C-9635,36840.46809591894
C-30329,48189.55215342186
C-22794,69118.79461533844
C-13945,2806.582857705216
C-42021,45800.660497984296
C-527,14933.782716535934
C-32612,75062.45859217187
C-40428,51452.874445828085
C-8175,153034.9797647778
C-25335,91555.78276052323
C-36559,38054.62666437408
C-34181,15722.011815650098
C-49559,258.32585251879937
C-27473,55147.01099869018
C-20106,58148.30041881959
C-43623,66981.76299454001
C-11795,38205.69176535608
C-26607,64458.215174115874
C-26525,108231.7517470271
C-23680,50552.100595320866
C-5423,36998.980427901784
C-16050,96382.48249332196
C-38447,2148.6506255659333
C-15603,106873.89051270986
C-49509,20085.592954832537
C-25695,13532.57780800297
C-25058,45413.70563695658
C-26949,50463.2013339909
C-27148,93450.14897293737
C-43092,69407.90436274829
C-183,108116.69384409225
C-31036,33518.23431960828
C-25122,74526.94083779363
C-13491,66447.33563116397
C-43972,5782.976693827688
C-3330,94352.36287804312
C-32302,24097.388146403595
C-34102,109081.60198992092
C-4632,11803.405047574051
C-17897,8952.128036444803
C-48972,23555.453984763066
C-32343,80007.96111483913
C-45024,42429.32345653421
C-819,120633.96468012966
C-46967,37062.035253588256
C-26832,133726.69223132558
C-24818,42953.52469057744
C-45461,82564.12225710033
C-40987,23708.042081105115
C-3610,29822.979593594035
C-37574,53947.63454793248
C-10490,77060.83311238719
C-43755,1298.667407861838
C-9457,86586.52382167478
C-20468,-3838.5345639814914
C-39647,35597.27847349024
C-23024,182365.01562573688
C-29074,56494.68580399593
C-34896,18322.79907651752
C-17689,75228.18067266897
C-16146,72776.82881600343
C-37020,20554.286076147808
C-8307,24260.74015926596
C-2134,1666.179936304572
C-13904,1662.101929071243
C-21181,2779.1534875023644
C-19484,16775.005076906353
C-10745,37537.53106280367
C-38407,51582.88450996144
C-25107,119919.54017934171
C-38115,27690.75710428317
C-24731,54252.93147345519
C-106,77877.4627894533
C-3281,13621.104497200111
C-5520,69183.49912548784
C-33562,16226.64333158487
C-46361,96728.32433719191
C-29222,49721.33868078701
C-19041,42648.92972427822
C-13258,55109.64610058098
C-32177,30918.77292898536
C-10266,35309.568300843035
C-3894,45250.06533124557
C-46377,5852.620519175398
C-7106,80612.76701842842
C-1850,6770.769565561757
C-8353,57715.32391211306
C-39289,18727.53636426991
C-14761,22832.163889398566
C-23984,41183.286117497366
C-49865,32399.655272591248
C-17972,23175.56114462923
C-26328,13428.587736531743
C-31589,70035.56542945822
C-653,85289.79226122817
C-37069,85966.04816677872
C-46267,-480.0520843752747
C-46291,13422.49740954375
C-41904,92315.1762954141
C-37078,40978.431972320046
C-38651,15089.341540471738
C-9376,9836.27035116835
C-16710,20410.691768815857
C-27557,62792.33965714916
C-4282,45402.56405263487
C-3085,67205.62376813649
C-12988,106059.1490218451
C-26240,39253.23045730978
C-31493,38381.82029967196
C-39810,40636.99853729262
C-36800,6053.027158902783
C-9616,20162.464603617263
C-7769,122292.38041596735
C-3661,46442.80075558479
C-29740,10751.654114122153
C-35302,73105.15877655387
C-18281,53005.25321885783
C-1430,-592.4167188851716
C-21542,2588.1597408798116
C-11156,1265.63174754387
C-23922,49116.31179746258
C-46074,35781.46360006352
C-13637,11900.061665288173
C-9677,108381.72172812029
C-26485,61682.47791241534
C-4436,130990.15056921475
C-13524,87693.4178765007
C-6792,40371.41753448761
C-31433,93134.0603328229
C-33613,18600.498163488402
C-42316,-15086.775544266246
C-30814,47244.89016582238
C-37241,59546.39372613211
C-38187,11167.679183727072
C-1398,74860.13894861133
C-37445,47756.78884765136
C-30369,59750.242396907764
C-39137,40915.05787086312
C-12983,56360.47535785497
C-37958,36982.3925085621
C-46462,48131.79982317652
C-26849,62801.32121692682
C-28534,44097.965980168316
C-13209,17714.103829992062
C-36678,61539.740239140636
C-49312,45923.700561180885
C-15449,79333.17612291634
C-18017,37902.272821787104
C-1255,38282.33792183461
C-21876,89636.17362391364
C-45620,85642.01950130324
C-18488,44247.55448102468
C-47056,46583.55968509111
C-14279,1624.2741582319286
C-6228,153789.2805137885
C-32821,155814.73214477746
C-21651,9760.317633573257
C-44848,63245.076767941384
C-46555,14181.701253080653
C-7167,81473.88459710806
C-89,39011.185844811815
C-8809,12607.18654789144
C-2744,23205.911467206286
C-44463,52119.54894429768
C-3755,121714.65367162693
C-4163,-4598.358747835926
C-16641,46199.684064925765
C-49587,80992.49217043561
C-29384,6154.226259172952
C-26047,2236.84613739654
C-17845,57201.5691377662
C-14269,73348.2168690832
C-44148,49887.84811194279
C-5845,79477.90207341759
C-5900,17898.38925586609
C-48833,133244.0253118302
C-37738,72915.53899110475
C-2951,21158.7345413905
C-42636,81805.86576626374
C-34089,58042.276449902885
C-49178,72179.02664566672
C-6633,59808.036950180365
C-28930,23680.671226954815
C-5106,53253.88189038215
C-46913,104326.34520481207
C-37197,56629.39796146308
C-24689,9914.534921378538
C-33721,14680.674937310512
C-934,124784.28550618832
C-14828,77280.52620692257
C-48369,29450.885564564785
C-19437,13576.544996857498
C-14692,51230.56599324706
C-31154,24049.07264329883
C-362,47297.33673625282
C-49356,130927.35567082648
C-35700,62410.89073966583
C-13407,74347.55746074012
C-18538,3481.8178612302
C-18974,98806.88011348725
C-22363,5091.946793148294
C-47022,16444.41502429088
C-16320,43785.65476138948
C-48072,4509.689766209369
C-29628,36768.97152516717
C-36577,13974.473598717595
C-8538,175548.1018680622
C-49813,76764.6509015632
C-19068,11038.285695757018
C-35563,71051.26382556651
C-30393,54542.85389231407
C-15090,87997.34545751856
C-45511,86643.60543515676
C-16326,20349.793000373436
C-14026,17270.310622906778
C-25278,48009.05498498911
C-35579,48273.4062269491
C-15012,31983.405125534162
C-30344,55295.27584115477
C-9284,77218.55079936213
C-35905,68935.07354706424
C-16102,-13464.162526003667
C-24119,7326.906198217068
C-2516,62809.08205136901
C-11695,88788.10284921291
C-43131,21867.573177953192
C-11029,23588.00814364286
C-16245,101606.55743751218
C-38332,49054.25105147404
C-41611,48068.38811680299
C-396,-283.6900865337957
C-15799,51476.624045559
C-43935,-8514.461712258126
C-3502,-3341.818709341518
C-24830,41838.47840325639
C-15944,150400.27495824164
C-27859,49969.30967584526
C-20062,28979.251017869043
C-28450,120721.39632495493
C-38903,40857.02141174197
C-16882,31255.543394633394
C-17029,13516.580262619129
C-49667,29149.94278976912
C-48670,110043.49657450474
C-43918,6684.076624901849
C-28514,90705.89092164137
C-38532,10751.72042777887
C-26698,-7589.490655796544
C-16126,24973.67686268766
C-41114,31973.970678007143
C-27013,26268.00184197817
C-36962,27042.08569018636
C-10170,37905.00999662877
C-2327,3989.3268155474216
C-8639,104058.6195893352
C-37000,55570.459405523055
C-36029,67886.83709248409
C-19979,50868.03127185724
C-19452,17615.11284327318
C-36893,63205.98031165861
C-40153,92932.94204434688
C-27040,21735.699615091144
C-12291,99322.0977371088
C-32329,43919.27283702692
C-38901,100081.99312076197
C-13014,39056.403041452635
C-11166,81612.12776838997
C-7299,79802.28859917697
C-31641,27966.460185271833
C-34905,29147.443499599496
C-23819,34651.25524078094
C-47457,14245.059424928128
C-40607,36194.86230078546
C-12096,43308.68736112991
C-29859,41504.00099005803
C-41013,2867.748911139817
C-4968,80874.96340910078
C-19360,50690.70084248
C-22531,9718.170999194786
C-7822,66058.30987807407
C-17705,42540.973115997884
C-4394,73733.55364886977
C-36809,33465.79695015025
C-22511,-9705.605615969907
C-39198,49333.39448579718
C-4913,87081.82986744068
C-7000,52529.76456134097
C-35606,103768.08234925003
C-44395,31742.72578948125
C-33574,28286.912009777036
C-32812,23877.281137094396
C-36719,80777.47973781303
C-39557,52446.54669715313
C-1917,20601.716545690084
C-38857,29461.068721951917
C-8543,78839.67651870823
C-16364,4891.591706325446
C-35227,105302.19152719187
C-16980,32077.349979930295
C-5856,101715.81235027051
C-35603,62154.93252672904
C-5742,58632.99411970697
C-2214,34538.44205994392
C-34281,31683.926326839603
C-41083,57154.14524763808
C-2878,155461.5766545844
C-40392,31844.43632446468
C-5921,57505.28595339312
C-13837,43412.19451395757
C-48699,23560.36212999563
C-18320,7487.421304326883
C-36467,87962.80413870083
C-10428,63970.93247813071
C-47332,4494.78366464033
C-12301,29330.203934291058
C-32659,38112.88879390812
C-30987,49578.592808321264
C-5889,54121.66430393109
C-26564,7340.589270461613
C-12238,95626.3949443711
C-47324,99738.88151354968
C-38063,30807.380744428956
C-13508,15589.98491694231
C-4543,12903.91321175493
C-7536,95264.13253703603
C-27882,-533.3727542458801
C-15527,24334.365236070676
C-34334,13771.98079010201
C-5265,54246.30245791291
C-36683,104473.52406472043
C-28660,173461.28911995815
C-38166,61483.45675491865
C-11562,105895.51845172737
C-38499,5586.686777130497
C-4398,50978.74594195094
C-13042,80836.81282837768
C-45827,39872.74991587474
C-26059,29245.050448045222
C-25728,33731.84555405722
C-28865,60477.608948802925
C-5696,42583.27208298203
C-17389,146195.5920357659
C-8000,20840.776851692994
C-37315,56944.47701426619
C-22860,22499.194936134503
C-26594,6487.413014701509
C-30645,66712.55607381594
C-12524,76527.96928950041
C-35079,14759.360030346958
C-31836,54552.34081769551
C-46564,114190.9257729536
C-40286,92214.0003712058
C-20950,109616.16783687167
C-42064,75215.26025081691
C-37603,15932.314788208023
C-43896,64194.709254779096
C-43380,100601.95809249685
C-20900,13831.835524591646
C-16381,108627.98219890927
C-25157,94807.9991952336
C-647,43724.75615577141
C-11177,96261.57681170141
C-42757,35875.16669915107
C-40557,159217.91240894052
C-4958,11411.957948703028
C-17994,57453.35912812923
C-47451,17323.85035030602
C-24945,79499.8719447148
C-21248,-3006.541544112435
C-39149,119362.3920191373
C-44389,90208.06872605684
C-40933,8437.241088366456
C-30736,31868.50958236694
C-22864,64658.497886560945
C-10567,34493.361606294115
C-37988,85658.13078261889
C-49316,73685.49806206528
C-40812,68605.2606341209
C-31656,136809.27983571708
C-25970,28417.925521452795
C-47258,2545.837833919155
C-17396,83307.868882345
C-20533,38998.05575461677
C-35884,81067.92664426897
C-21536,43017.18902669547
C-16948,14963.706135562854
C-1771,-485.83292613406957
C-11581,51084.3147996777
C-19054,91005.2215418641
C-13003,53514.64092708973
C-13276,16594.85172367908
C-49974,3214.91942937352
C-35016,66507.95039093023
C-20492,39960.09600911834
C-13746,35581.84191627195
C-42966,42555.33763430215
C-13282,110336.0786997473
C-17909,10482.442869034188
C-41511,3099.738155577943
C-2990,75063.17259303018
C-3980,66009.19880795374
C-12980,34105.73707585814
C-37876,2443.523133305396
C-4695,105964.1978618633
C-10385,76332.60106530791
C-3809,97732.8017153063
C-43488,41772.52936955093
C-11504,23405.87162451609
C-7587,52581.369400387746
C-9607,40282.445808849065
C-38250,26778.38957069989
C-36558,121327.47894610054
C-8014,20220.577994812164
C-13596,19443.020487960515
C-30582,6506.491687816131
C-30021,17744.840062551695
C-18258,99081.65231048455
C-47417,64903.59574749152
C-48343,28430.35280433204
C-49890,119615.28795326836
C-24979,64648.77857088711
C-34908,33376.598507491144
C-23517,96993.09394666625
C-12995,5679.112794990011
C-3177,12394.90103098724
C-43422,43254.47613045591
C-810,-11163.247696988125
C-23230,20783.31387383057
C-15969,32339.44324642376
C-48865,68287.06080271886
C-48168,13557.960340463876
C-27948,29163.20933366299
C-13588,37206.36665963338
C-22222,1512.9805514909822
C-46909,25854.642986978375
C-46719,114773.8266329361
C-48561,97106.77503310936
C-33590,40538.218022820045
C-6465,23380.94414266327
C-26717,58440.98159918506
C-34944,117062.51781875634
C-43280,20899.3320919986
C-2419,68262.8327078989
C-11724,66956.36217753316
C-7460,84333.75030047633
C-38521,64439.911600708845
C-41788,83799.85570600844
C-33463,-8146.441776339416
C-16161,11341.253917418246
C-49024,75586.91947593825
C-19025,69804.54331321345
C-37109,4749.435930074658
C-6430,118051.03730650732
C-1380,23567.97922420324
C-13361,9778.090207785484
C-3078,117863.51166914735
C-11143,96700.988030371
C-9634,54429.29687792488
C-41067,69979.0542410973
C-33223,11643.084861662472
C-3974,13271.262599828566
C-24044,136176.35108927396
C-29243,2191.691209456534
C-37475,107933.50145447784
C-13969,19523.77329617276
C-45863,39089.349833812536
C-23780,-17318.910108369397
C-42163,71514.18986817202
C-39856,17753.550300001487
C-7496,2380.999271459077
C-42894,114695.4412832766
C-49730,31855.69740457245
C-37419,12787.691770400997
C-4380,25643.557746455976
C-43713,3021.400243217242
C-5045,26368.621653408452
C-12353,101141.60407354683
C-43673,21936.90726964723
C-24756,38228.52933696986
C-24647,106826.30357327475
C-207,81875.80559498633
C-18777,30735.603462451545
C-33276,78613.66665683806
C-20392,51030.24520469736
C-47823,13638.585496112879
C-3602,12474.270742448629
C-27911,27650.47599973186
C-13758,49781.61712962703
C-46679,23129.775394599244
C-36420,39279.698034604226
C-14075,81082.22208199021
C-39863,51120.96588007128
C-24035,45273.64176308396
C-34287,69002.28915667316
C-26828,2042.3858914758312
C-21739,91210.16769290317
C-21451,44390.86684449419
C-48862,27010.19466982648
C-7275,55905.57946484879
C-5002,122619.00469984431
C-11940,58174.69431380561
C-9771,4170.1331042698
C-46859,44302.57874272516
C-30551,56693.011946015
C-19159,-14223.634513170575
C-43671,49479.05968192115
C-23125,105448.47111757623
C-33813,46571.27346759435
C-3255,98176.27505206864
C-18212,44212.65230343831
C-8069,2657.733921288047
C-45366,48204.42666706012
C-15031,34326.09379151353
C-27798,91889.38539021363
C-10353,75248.5510644129
C-45521,27738.263470074453
C-25181,35126.89154203175
C-8490,11746.981453553686
C-6789,74723.7957157486
C-9527,47297.01341722763
C-26902,2368.5822207066813
C-36534,97034.1138657839
C-35442,28462.10202044208
C-39696,36655.7720080282
C-42783,42905.10684140868
C-31361,90842.79358390736
C-20621,87429.40106066118
C-7599,64335.27944823215
C-24378,7371.86236494148
C-16170,49542.89022906101
C-14724,22494.00309803625
C-20279,1899.6599904950708
C-3183,100035.31177234525
C-7091,8742.504437817348
C-33081,44610.85164168521
C-10507,55435.263138646056
C-6997,64015.22197275737
C-30752,26218.178688728833
C-29646,23282.1228124942
C-24514,68236.03287969882
C-21587,25770.104102539248
C-8816,51524.72653551045
C-44550,1747.1605902248266
C-41741,43665.06558125024
C-40536,48696.9218159428
C-35728,68165.92028941738
C-30594,-3688.4679912917927
C-45845,106505.54272249271
C-7550,69741.4670260793
C-49341,17003.502803166135
C-15624,9670.255868007138
C-17746,35202.03543109866
C-44745,3696.3258615115774
C-29197,39446.48184899357
C-15417,70007.82316722671
C-45088,55038.621365448984
C-48686,153588.0503495688
C-14187,27214.264441790234
C-47052,24206.804389705765
C-19224,86917.59845958848
C-26033,83361.30875465402
C-30978,173452.02861592328
C-959,8117.030156585388
C-8561,29833.549844108347
C-28713,53190.11213875067
C-15087,9007.279941807094
C-49061,284.839402717902
C-46801,22718.78110166476
C-29344,49694.35088758485
C-28212,61425.38723407028
C-46128,3678.935027135856
C-4099,12038.459770399379
C-20535,122010.69235544524
C-32902,11584.30024136891
C-25769,18175.4744523899
C-38267,31458.361199113453
C-2736,131247.65842022016
C-41542,90522.02693789877
C-384,-3019.9945467536018
C-35820,55175.12525887432
C-30469,17703.621925316314
C-26083,52755.8396966251
C-7134,22524.654398268205
C-28782,4192.668207870884
C-48012,77455.92430376573
C-20244,42612.79912469466
C-45606,108381.83887978195
C-38789,41121.59381735639
C-20208,81778.68862103869
C-1125,105983.31909897565
C-20799,34911.86109974695
C-195,32497.567338506196
C-43760,-4009.2548798822972
C-37418,25310.098121292714
C-2894,106991.45238039378
C-30037,22123.22797196076
C-4598,118277.63723182684
C-49838,111225.48717354919
C-4888,29817.802510623325
C-4286,96231.31985849337
C-4621,55261.49698371676
C-13852,29564.987382832012
C-36581,5038.050693538506
C-1622,56680.7746661088
C-24961,-9720.463652832841
C-20532,33232.243655371625
C-7752,46458.06627406133
C-14705,169446.93040409815
C-38026,93711.95971766335
C-15911,32844.46409712889
C-47972,53675.35104181114
C-14208,33011.21284971258
C-37272,3661.7259021381615
C-17238,15024.716673045827
C-29294,41829.79327593601
C-13942,25886.352647480293
C-5022,17182.183649498562
C-10633,48307.17563526097
C-40608,1147.5868459261546
C-40821,27199.125487054785
C-11342,28584.17012342115
C-43963,80607.98670416442
C-22953,127615.8462230511
C-2061,90251.60089710026
C-8906,169094.38367762326
C-29564,110957.49418867205
C-4345,40567.94600180481
C-29710,28197.615940808842
C-17982,79337.16687939619
C-40843,16588.88177304415
C-11478,123905.1579046959
C-45414,31947.110617560335
C-16518,132536.05508517695
C-9293,35198.67909545405
C-11251,44221.83937317718
C-43478,50617.676197633584
C-23008,77185.07170323125
C-36223,54774.74389623082
C-42785,67708.85258447952
C-8761,63911.318366904976
C-14711,44008.36778778478
C-22852,43537.81514058297
C-15189,42521.011823557405
C-44107,-493.0264896200679
C-39132,26118.973412347084
C-39272,112357.46321586682
C-26599,-7334.876165839611
C-41059,20169.609925998986
C-18814,181749.9313700062
C-9191,81311.95902215294
C-2602,7033.650536279398
C-37948,30424.067606708675
C-33565,-5915.697392169182
C-13380,13227.557960643811
C-25095,156497.5736828445
C-7578,7444.829793713085
C-31939,66346.05175026003
C-44809,19069.128474625293
C-27238,56807.85633606196
C-31504,31635.716790103324
C-8930,13161.134962889104
C-42011,79076.19850458202
C-45386,-4406.061062040419
C-12,42565.18774409115
C-14728,41705.06683356705
C-10521,36861.86974278392
C-45709,11843.231285046291
C-12165,4328.326425027073
C-13621,30735.83117212809
C-46595,204930.73828475867
C-20431,20630.255209280178
C-15663,24157.48506543832
C-2229,95935.36300546865
C-36376,77016.42395870679
C-23807,63051.26502887832
C-1035,-2540.494222999172
C-43085,4069.7556491862924
C-7376,53161.736601235665
C-1627,-1965.734954414569
C-35410,112810.97309361509
C-19247,96708.929128143
C-32436,28722.159236396663
C-24460,81947.70807855681
C-10995,38479.96850292245
C-16771,26505.701630098018
C-28073,44934.932911711745
C-42525,26620.91111648822
C-36239,69388.28304727408
C-20443,967.5623583836423
C-47177,137244.99817755903
C-15832,6557.153280820756
C-33713,82758.24401886095
C-28362,9447.594067015976
C-30228,53030.72211912292
C-41956,11659.438454661053
C-6217,167394.04013689564
C-39468,18104.163552552083
C-42324,102532.5995111547
C-39155,99601.35751296402
C-26527,96845.79004260479
C-35899,3670.7111590403074
C-39586,8384.093564817886
C-28036,42908.42153542125
C-8400,55254.28830782001
C-39248,25968.955266299774
C-24046,32896.35926557446
C-28479,67952.99997947543
C-35102,77084.84409623718
C-40652,124010.62404589055
C-498,92363.71616608402
C-23074,95368.00666604974
C-5888,19075.67379113374
C-36749,37389.86156827226
C-45350,39504.24324205145
C-22294,26639.419998306403
C-26584,36580.061657509155
C-47438,42394.56496767065
C-18012,64743.12013360526
C-2182,9770.970483518788
C-7577,-688.8490401212766
C-2045,16208.922405904159
C-8697,20761.337603951077
C-27480,34524.091298434796
C-40427,9592.288472046697
C-25637,35040.1777596554
C-12850,-6839.577094914901
C-27519,50316.48879668355
C-23281,5721.458509522432
C-4103,57327.19502215649
C-33406,34922.49053899228
C-10581,107799.0164059271
C-46409,-2156.3980428495124
C-9609,48240.61643182178
C-46319,39473.43083887495
C-31529,5109.491811122745
C-13101,2924.5407486404583
C-7740,30081.084110533964
C-33210,66323.32015576403
C-49480,20976.90466377625
C-2410,37857.97864381567
C-535,32848.730023021664
C-39988,-5394.037065144279
C-25903,33158.843125440704
C-17205,25907.71770976318
C-6356,47598.91719824393
C-1636,49891.52406795276
C-36260,3551.281356090505
C-28444,40321.31999566738
C-32814,8285.361278703582
C-44750,79675.12657814025
C-22477,58838.15860779284
C-47465,91131.88345338311
C-29148,71700.50005933063
C-39259,43007.02349616791
C-46549,35899.72309279011
C-47921,44074.749275571434
C-44936,45276.13465072785
C-4870,25519.051862791384
C-5015,21979.182727911073
C-33581,20566.929154525307
C-22369,-1715.8127900002437
C-32606,29005.562724191026
C-13834,57814.02493380211
C-15710,64326.61733725926
C-93,137388.18025599964
C-10395,59988.50938633157
C-9918,102623.54364590146
C-18071,71948.18071992186
C-18465,17946.225169535755
C-44580,16445.582686850452
C-14737,34390.75709327994
C-12834,105124.45485157898
C-21618,53836.87824290397
C-38834,130508.30943359504
C-16300,81264.2336321451
C-3878,162733.93433432156
C-29136,49025.583679818024
C-28178,13521.614835063025
C-36280,17177.22742934394
C-25952,17121.888557159313
C-32583,16805.689406852354
C-24549,73002.12351692969
C-44549,3014.8646884733753
C-48718,57344.36895799328
C-35325,3835.0482928934507
C-23748,39072.67498595259
C-27920,86642.04007283508
C-1363,50914.26691281237
C-36327,72762.04094328816
C-2798,27555.766854767688
C-38594,61894.88744401344
C-23546,51892.00173520512
C-619,32900.231984602724
C-26238,55837.939813810575
C-42073,-6455.198078991176
C-34472,48746.74107470934
C-21856,91729.55343861092
C-44649,114676.61014328073
C-4987,12269.603693887097
C-41699,9959.48243002934
C-5660,125532.65159842948
C-39512,-7617.411019221283
C-9727,91639.17533997734
C-48153,30949.79341665012
C-41480,52563.59668708383
C-15558,83823.10638219802
C-46491,82095.78603370566
C-19709,42531.12394291436
C-45592,118453.67328697021
C-37412,28602.60785735844
C-17125,-6094.216901034975
C-26735,77546.91650215737
C-22360,52994.822009083495
C-38410,7987.119120559684
C-29082,84674.73820087514
C-18135,24525.529337493645
C-29990,54957.47464315113
C-40303,148896.18031905373
C-7272,3972.4114155435236
C-597,2733.7901731313905
C-31715,60983.48204345323
C-24447,9553.780208879412
C-49288,34643.69085197887
C-21364,138482.56438739752
C-36505,45722.02404618799
C-27839,5217.962247745832
C-24489,40806.95504275116
C-1733,46085.45291501409
C-1896,51383.529616413376
C-46188,110921.45872282487
C-42426,8089.380410618935
C-46926,57126.02121747573
C-44280,29770.488187559327
C-32964,-7954.896560647248
C-34966,29200.51713535399
C-44568,60960.7046863141
C-23241,49123.22519797261
C-28807,43355.95473582542
C-31643,16639.06770307725
C-36418,26142.606903774344
C-7101,54124.06662056476
C-4218,6673.414740370907
C-43945,179886.84762694742
C-10623,19554.092312539055
C-23629,102820.35115159344
C-42934,-1164.6595168623462
C-30438,12757.054412782774
C-17008,63505.22943351933
C-39663,17799.59698491171
C-9187,11914.03866264096
C-29432,87995.6678759843
C-12626,137107.45996477586
C-13177,22749.457597547444
C-17259,22435.545812923403
C-15460,88436.1354154908
C-3514,3504.9444692902034
C-6121,116911.20690934657
C-44713,91975.84277870675
C-14887,112317.24630330814
C-35718,58687.282482937735
C-9750,8819.97334736638
C-45297,25749.7066027807
C-40119,33682.532927517255
C-175,48707.87357379397
C-41482,78033.23873598262
C-33849,548.5341668176843
C-6327,61809.99299135734
C-10169,29897.91507445567
C-460,27152.97279597743
C-39092,7607.770203999535
C-45752,114558.5044495448
C-48001,51895.27644641363
C-31469,90185.314338139
C-30397,41469.718507014884
C-19183,80682.12837535542
C-21168,110553.8259398168
C-47676,35644.53920458269
C-600,47101.248886082845
C-28112,94386.71868731306
C-7487,99680.5377969974
C-45162,8093.5975140105
C-2539,58028.92156023861
C-22771,70715.41191729723
C-14773,17653.47781675335
C-7507,81001.77298815598
C-24809,87603.10582321516
C-15953,72971.24219797313
